Package,Date,LatestVersion,Score,PyTyped,Pyright,Mypy,Samples,Verifytypes,SDKTeamOwned,Active
azure-cosmos,2024-02-15T16:18:32.486215Z,4.5.2a20240215001,87.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-data-tables,2024-02-15T16:18:32.486215Z,12.5.1a20240216001,68,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-defender-easm,2024-02-15T16:18:32.486215Z,1.0.0a20240215001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-developer-devcenter,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-developer-loadtesting,2024-02-15T16:18:32.486215Z,1.0.1a20240215001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-digitaltwins-core,2024-02-15T16:18:32.486215Z,1.2.1a20240216001,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-eventgrid,2024-02-15T16:18:32.486215Z,4.17.0a20240216001,80,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-eventhub,2024-02-15T16:18:32.486215Z,5.11.7a20240216001,75,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-eventhub-checkpointstoreblob,2024-02-15T16:18:32.486215Z,1.2.0a20240216001,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-eventhub-checkpointstoreblob-aio,2024-02-15T16:18:32.486215Z,1.2.0a20240216001,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-healthinsights-cancerprofiling,2024-02-15T16:18:32.486215Z,1.0.0a20240215001,91.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-healthinsights-clinicalmatching,2024-02-15T16:18:32.486215Z,1.0.0a20240215001,95.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-identity,2024-02-15T16:18:32.486215Z,1.16.0a20240216001,100,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-identity-broker,2024-02-15T16:18:32.486215Z,1.1.0a20240216001,100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-iot-deviceprovisioning,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,20,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-iot-deviceupdate,2024-02-15T16:18:32.486215Z,1.0.1a20240216001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-iot-modelsrepository,2024-02-15T16:18:32.486215Z,1.0.0a20240215001,66.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-keyvault-administration,2024-02-15T16:18:32.486215Z,4.4.0a20240216001,68.8,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-keyvault-certificates,2024-02-15T16:18:32.486215Z,4.8.0a20240216001,95.2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-keyvault-keys,2024-02-15T16:18:32.486215Z,4.9.0a20240216001,59.4,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-keyvault-secrets,2024-02-15T16:18:32.486215Z,4.8.0a20240216001,57.1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-maps-geolocation,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,33.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-render,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,58.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-route,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,33.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-search,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-messaging-webpubsubclient,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,92.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-messaging-webpubsubservice,2024-02-15T16:18:32.486215Z,1.1.0a20230124001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-mgmt-core,2024-02-15T16:18:32.486215Z,1.4.0a20240215003,90.5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-mixedreality-authentication,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-mixedreality-remoterendering,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-monitor-ingestion,2024-02-15T16:18:32.486215Z,1.0.4a20240216001,100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-monitor-opentelemetry,2024-02-15T16:18:32.486215Z,1.2.1a20240216001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-monitor-opentelemetry-exporter,2024-02-15T16:18:32.486215Z,1.0.0a20240216001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-monitor-query,2024-02-15T16:18:32.486215Z,1.3.0a20240216001,100,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-purview-administration,2024-02-15T16:18:32.486215Z,1.0.0a20240215001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-catalog,2024-02-15T16:18:32.486215Z,1.0.0a20240215001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-scanning,2024-02-15T16:18:32.486215Z,1.0.0a20240215001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-sharing,2024-02-15T16:18:32.486215Z,1.0.0a20240215001,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
azure-purview-workflow,2024-02-15T16:18:32.486215Z,1.0.0a20240215001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-schemaregistry,2024-02-15T16:18:32.486215Z,1.3.0a20240216001,100,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
azure-schemaregistry-avroencoder,2024-02-15T16:18:32.486215Z,1.0.1a20240216001,100,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-search-documents,2024-02-15T16:18:32.486215Z,11.6.0a20240216001,84.1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-security-attestation,2024-02-15T16:18:32.486215Z,1.1.0a20240216001,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-servicebus,2024-02-15T16:18:32.486215Z,7.11.5a20240216001,91.7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-storage-blob,2024-02-15T16:18:32.486215Z,12.20.0a20240215001,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-blob-changefeed,2024-02-15T16:18:32.486215Z,12.0.0a20240215001,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-file-datalake,2024-02-15T16:18:32.486215Z,12.15.0a20240215001,12.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-file-share,2024-02-15T16:18:32.486215Z,12.16.0a20240215001,13.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-queue,2024-02-15T16:18:32.486215Z,12.10.0a20240215001,33.3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-synapse-accesscontrol,2024-02-15T16:18:32.486215Z,0.8.0a20240215001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-artifacts,2024-02-15T16:18:32.486215Z,0.18.1a20240215001,87.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-managedprivateendpoints,2024-02-15T16:18:32.486215Z,0.5.0a20240215001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-monitoring,2024-02-15T16:18:32.486215Z,0.3.0a20240215001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-spark,2024-02-15T16:18:32.486215Z,0.8.0a20240215001,28.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-agrifood-farming,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-anomalydetector,2024-03-15T15:18:32.486215Z,3.0.0a20240305001,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-contentsafety,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-documentintelligence,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,100,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-ai-formrecognizer,2024-03-15T15:18:32.486215Z,3.3.3a20240305001,35.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
azure-ai-generative,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,37.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-ai-language-conversations,2024-03-15T15:18:32.486215Z,1.1.1a20240306001,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-language-questionanswering,2024-03-15T15:18:32.486215Z,1.1.1a20240306001,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-metricsadvisor,2024-03-15T15:18:32.486215Z,1.1.0a20240306001,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-ml,2024-03-15T15:18:32.486215Z,1.15.0a20240306001,45.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-ai-personalizer,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-resources,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,56.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-ai-textanalytics,2024-03-15T15:18:32.486215Z,5.3.1a20240306001,89.2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-document,2024-03-15T15:18:32.486215Z,1.0.1a20240306001,78.6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-text,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,90,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-ai-vision-imageanalysis,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-appconfiguration,2024-03-15T15:18:32.486215Z,1.5.1a20240305002,73.7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-appconfiguration-provider,2024-03-15T15:18:32.486215Z,1.1.1a20240305002,28.6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-batch,2024-03-15T15:18:32.486215Z,14.1.0a20240305001,16.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-callautomation,2024-03-15T15:18:32.486215Z,1.2.0a20240306001,55.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-chat,2024-03-15T15:18:32.486215Z,1.3.0a20240306001,23.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-email,2024-03-15T15:18:32.486215Z,1.0.1a20240306001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-communication-identity,2024-03-15T15:18:32.486215Z,1.5.1a20240306001,43.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-communication-jobrouter,2024-03-15T15:18:32.486215Z,1.1.0a20240306001,100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-communication-networktraversal,2024-03-15T15:18:32.486215Z,1.1.0a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-phonenumbers,2024-03-15T15:18:32.486215Z,1.1.1a20240306001,78.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-rooms,2024-03-15T15:18:32.486215Z,1.1.0a20240306001,36.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-sms,2024-03-15T15:18:32.486215Z,1.1.0a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-confidentialledger,2024-03-15T15:18:32.486215Z,1.1.2a20240305001,42.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-containerregistry,2024-03-15T15:18:32.486215Z,1.2.1a20240305001,100,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-core,2024-03-15T15:18:32.486215Z,1.30.2a20240306003,98.3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-core-experimental,2024-03-15T15:18:32.486215Z,1.0.0a20240306003,50,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-core-tracing-opencensus,2024-03-15T15:18:32.486215Z,1.0.0a20240306003,50,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-core-tracing-opentelemetry,2024-03-15T15:18:32.486215Z,1.0.0a20240306003,68.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-cosmos,2024-03-15T15:18:32.486215Z,4.5.2a20240305001,86.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-data-tables,2024-03-15T15:18:32.486215Z,12.5.1a20240306001,68,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-defender-easm,2024-03-15T15:18:32.486215Z,1.0.0a20240305001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-developer-devcenter,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-developer-loadtesting,2024-03-15T15:18:32.486215Z,1.0.1a20240305001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-digitaltwins-core,2024-03-15T15:18:32.486215Z,1.2.1a20240306001,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-eventgrid,2024-03-15T15:18:32.486215Z,4.17.1a20240306001,80,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-eventhub,2024-03-15T15:18:32.486215Z,5.11.7a20240306001,75,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-eventhub-checkpointstoreblob,2024-03-15T15:18:32.486215Z,1.2.0a20240306001,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-eventhub-checkpointstoreblob-aio,2024-03-15T15:18:32.486215Z,1.2.0a20240306001,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-healthinsights-cancerprofiling,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,91.7,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-healthinsights-clinicalmatching,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,95.8,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-healthinsights-radiologyinsights,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-identity,2024-03-15T15:18:32.486215Z,1.16.0a20240306001,100,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-identity-broker,2024-03-15T15:18:32.486215Z,1.1.0a20240306001,100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-iot-deviceprovisioning,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,20,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-iot-deviceupdate,2024-03-15T15:18:32.486215Z,1.0.1a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-iot-modelsrepository,2024-03-15T15:18:32.486215Z,1.0.0a20240305001,66.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-keyvault-administration,2024-03-15T15:18:32.486215Z,4.4.1a20240306001,68.8,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-keyvault-certificates,2024-03-15T15:18:32.486215Z,4.8.1a20240306001,95.2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-keyvault-keys,2024-03-15T15:18:32.486215Z,4.9.1a20240306001,59.4,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-keyvault-secrets,2024-03-15T15:18:32.486215Z,4.8.1a20240306001,100,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-maps-geolocation,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,33.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-render,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,58.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-route,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,33.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-search,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-messaging-webpubsubclient,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,92.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-messaging-webpubsubservice,2024-03-15T15:18:32.486215Z,1.1.0a20240306001,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
azure-mgmt-core,2024-03-15T15:18:32.486215Z,1.4.0a20240306003,90.5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-mixedreality-authentication,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-mixedreality-remoterendering,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-monitor-ingestion,2024-03-15T15:18:32.486215Z,1.0.4a20240306001,100,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-monitor-opentelemetry,2024-03-15T15:18:32.486215Z,1.3.1a20240306001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-monitor-opentelemetry-exporter,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-monitor-query,2024-03-15T15:18:32.486215Z,1.3.0a20240306001,100,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-purview-administration,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-catalog,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-datamap,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,85.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-purview-scanning,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-sharing,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
azure-purview-workflow,2024-03-15T15:18:32.486215Z,1.0.0a20240306001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-schemaregistry,2024-03-15T15:18:32.486215Z,1.3.0a20240306001,100,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
azure-schemaregistry-avroencoder,2024-03-15T15:18:32.486215Z,1.0.1a20240306001,100,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-search-documents,2024-03-15T15:18:32.486215Z,11.6.0a20240306001,84.1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-security-attestation,2024-03-15T15:18:32.486215Z,1.1.0a20240306001,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-servicebus,2024-03-15T15:18:32.486215Z,7.12.0a20240306001,91.7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-storage-blob,2024-03-15T15:18:32.486215Z,12.20.0a20240305004,19.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-blob-changefeed,2024-03-15T15:18:32.486215Z,12.0.0a20240305004,100,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-file-datalake,2024-03-15T15:18:32.486215Z,12.15.0a20240305004,12.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-file-share,2024-03-15T15:18:32.486215Z,12.16.0a20240305004,12.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-queue,2024-03-15T15:18:32.486215Z,12.10.0a20240305004,32,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-synapse-accesscontrol,2024-03-15T15:18:32.486215Z,0.8.0a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-artifacts,2024-03-15T15:18:32.486215Z,0.18.1a20240306001,87.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-managedprivateendpoints,2024-03-15T15:18:32.486215Z,0.5.0a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-monitoring,2024-03-15T15:18:32.486215Z,0.3.0a20240306001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-spark,2024-03-15T15:18:32.486215Z,0.8.0a20240306001,28.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
corehttp,2024-03-15T15:18:32.486215Z,1.0.0b5,96.1,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-agrifood-farming,2024-04-15T15:18:32.486215Z,1.0.0a20240415001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-anomalydetector,2024-04-15T15:18:32.486215Z,3.0.0a20240412001,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-contentsafety,2024-04-15T15:18:32.486215Z,1.0.0a20240415001,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-documentintelligence,2024-04-15T15:18:32.486215Z,1.0.0a20240415001,100,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-ai-formrecognizer,2024-04-15T15:18:32.486215Z,3.3.4a20240412001,35.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
azure-ai-generative,2024-04-15T15:18:32.486215Z,1.0.0a20240329001,37.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-ai-language-conversations,2024-04-15T15:18:32.486215Z,1.1.1a20240415001,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-language-questionanswering,2024-04-15T15:18:32.486215Z,1.1.1a20240415001,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-metricsadvisor,2024-04-15T15:18:32.486215Z,1.1.0a20240306001,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-ml,2024-04-15T15:18:32.486215Z,1.16.0a20240415001,45.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-ai-personalizer,2024-04-15T15:18:32.486215Z,1.0.0a20240415001,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-resources,2024-04-15T15:18:32.486215Z,1.0.0a20240329001,56.3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-ai-textanalytics,2024-04-15T15:18:32.486215Z,5.3.1a20240415001,89.2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-document,2024-04-15T15:18:32.486215Z,1.0.1a20240415001,78.6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-text,2024-04-15T15:18:32.486215Z,1.0.0a20240415001,90.6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-ai-vision-imageanalysis,2024-04-15T15:18:32.486215Z,1.0.0a20240306001,100,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-appconfiguration,2024-04-15T15:18:32.486215Z,1.6.0a20240412001,73.7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-appconfiguration-provider,2024-04-15T15:18:32.486215Z,1.1.1a20240412001,28.6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-batch,2024-04-15T15:18:32.486215Z,14.2.0a20240412001,16.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-callautomation,2024-04-15T15:18:32.486215Z,1.2.0a20240415002,64.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-chat,2024-04-15T15:18:32.486215Z,1.3.0a20240415002,23.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-email,2024-04-15T15:18:32.486215Z,1.0.1a20240415002,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-communication-identity,2024-04-15T15:18:32.486215Z,1.5.1a20240415002,43.8,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-communication-jobrouter,2024-04-15T15:18:32.486215Z,1.1.0a20240415002,100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-communication-messages,2024-04-15T15:18:32.486215Z,1.0.1a20240415002,100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-communication-networktraversal,2024-04-15T15:18:32.486215Z,1.1.0a20240410001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-communication-phonenumbers,2024-04-15T15:18:32.486215Z,1.2.0a20240415002,80,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-rooms,2024-04-15T15:18:32.486215Z,1.1.0a20240415002,36.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-sms,2024-04-15T15:18:32.486215Z,1.1.0a20240415002,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-confidentialledger,2024-04-15T15:18:32.486215Z,1.1.2a20240412001,42.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-containerregistry,2024-04-15T15:18:32.486215Z,1.2.1a20240412001,100,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-core,2024-04-15T15:18:32.486215Z,1.30.2a20240412001,98.3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-core-experimental,2024-04-15T15:18:32.486215Z,1.0.0a20240412001,50,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
